CAMPUS SAMAMBAIA;CIENCIA DA COMPUTACAO;ALGEBRA LINEAR;24M23
CAMPUS SAMAMBAIA;QUIMICA LICENCIATURA;CALCULO 1B;24M23
CAMPUS SAMAMBAIA;QUIMICA LICENCIATURA;CALCULO 2B;24M23
CAMPUS SAMAMBAIA;ENGENHARIA QUIMICA;CALCULO NUMERICO;24M23
CAMPUS SAMAMBAIA;CIENCIA DA COMPUTACAO;CALCULO NUMERICO;24M45
CAMPUS SAMAMBAIA;ENGENHARIA DE ALIMENTOS;CALCULO NUMERICO;24M23
CAMPUS SAMAMBAIA;CIENCIA DA COMPUTACAO;PROBABILIDADE E ESTATISTICA A;24M23
CAMPUS SAMAMBAIA;ENGENHARIA QUIMICA;ALGEBRA LINEAR;46M45
CAMPUS SAMAMBAIA;CIENCIAS CONTABEIS;CALCULO 1C;35M23
CAMPUS SAMAMBAIA;ENGENHARIA DE ALIMENTOS;ALGEBRA LINEAR;35M23
CAMPUS SAMAMBAIA;CIENCIA DA COMPUTACAO;GEOMETRIA ANALITICA;35M45
CAMPUS SAMAMBAIA;QUIMICA BACHARELADO;ESTATISTICA;35M23
CAMPUS SAMAMBAIA;ENGENHARIA QUIMICA;PROBABILIDADE E ESTATISTICA A;35M23
CAMPUS SAMAMBAIA;GESTAO DA INFORMACAO;INTRODUCAO A PROBABILIDADE;35M23
CAMPUS SAMAMBAIA;CIENCIAS ECONOMICAS;CALCULO 2B;46M23
CAMPUS SAMAMBAIA;FARMACIA;CALCULO 1C;46M45
CAMPUS SAMAMBAIA;CIENCIAS CONTABEIS;NOCOES DE ATUARIA;6M23
CAMPUS SAMAMBAIA;QUIMICA BACHARELADO;ALGEBRA LINEAR;46M45
CAMPUS SAMAMBAIA;MATEMATICA APLICADA;CALCULO 1A;246T12
CAMPUS SAMAMBAIA;ENGENHARIA MECANICA;CALCULO 2A;246T34
CAMPUS SAMAMBAIA;ENGENHARIA MECANICA;PROBABILIDADE E ESTATISTICA A;24T12
CAMPUS SAMAMBAIA;FISICA BACHARELADO;CALCULO 1A;246T34
CAMPUS SAMAMBAIA;FISICA BACHARELADO;CALCULO 2A;246T56
CAMPUS SAMAMBAIA;INTELIGENCIA ARTIFICIAL;ALGEBRA LINEAR;24T23
CAMPUS SAMAMBAIA;ESTATISTICA;GEOMETRIA ANALITICA;24T56
CAMPUS SAMAMBAIA;MATEMATICA BACHARELADO;EDP;246T12
CAMPUS SAMAMBAIA;ENGENHARIA FLORESTAL;CALCULO 2B;24T23
CAMPUS SAMAMBAIA;MATEMATICA BACHARELADO;ANALISE REAL II;24T34
CAMPUS SAMAMBAIA;AGRONOMIA;CALCULO 2B;46T23
CAMPUS SAMAMBAIA;AGRONOMIA;CALCULO 2B;46T45
CAMPUS SAMAMBAIA;AGRONOMIA;CALCULO 1B;25T23
CAMPUS SAMAMBAIA;AGRONOMIA;CALCULO 1B;25T45
CAMPUS SAMAMBAIA;MATEMATICA LICENCIATURA;ESTATISICA I;35T12
CAMPUS SAMAMBAIA;FISICA BACHARELADO;ALGEBRA LINEAR;35T34
CAMPUS SAMAMBAIA;ENGENHARIA MECANICA;CALCULO NUMERICO;35T12
CAMPUS SAMAMBAIA;ENGENHARIA MECANICA;ALGEBRA LINEAR;35T34
CAMPUS SAMAMBAIA;QUIMICA BACHARELADO;CALCULO 3A;35T45
CAMPUS SAMAMBAIA;FISICA LICENCIATURA;CALCULO 1A;246N23
CAMPUS SAMAMBAIA;MATEMATICA;CALCULO DIFERENCIAL;246N45
CAMPUS SAMAMBAIA;SISTEMAS DE INFORMACAO;ALGEBRA LINEAR;24N23
CAMPUS SAMAMBAIA;ENGENHARIA DE SOFTWARE;PROBABILIDADE E ESTATISTICA;24N23
CAMPUS SAMAMBAIA;SISTEMAS DE INFORMACAO;PROBABILIDADE E ESTATISTICA A;24N45
CAMPUS SAMAMBAIA;ADMINISTRACAO;CALCULO 2B;35N23
CAMPUS SAMAMBAIA;QUIMICA LICENCIATURA;CALCULO 2B;35N45
CAMPUS SAMAMBAIA;CIENCIAS CONTABEIS;CALCULO 1C;35N23
CAMPUS SAMAMBAIA;ADMINISTRACAO;CALCULO 1B;35N45
CAMPUS SAMAMBAIA;FISICA LICENCIATURA;CALCULO 3A;35N23
CAMPUS SAMAMBAIA;FISICA LICENCIATURA;EDO;35N45
CAMPUS SAMAMBAIA;MATEMATICA LICENCIATURA;ESTATISICA I;35T45
CAMPUS SAMAMBAIA;CIENCIAS ECONOMICAS;CALCULO 2B;46N23
CAMPUS SAMAMBAIA;CIENCIAS ECONOMICAS;PROBABILIDADE E ESTATISTICA B;46N45
CAMPUS SAMAMBAIA;ADMINISTRACAO;ESTATISTICA DESCRITIVA E PROBABILIDADE;46N23
CAMPUS SAMAMBAIA;ADMINISTRACAO;ESTATISTICA INFERENCIAL;46N45
CAMPUS SAMAMBAIA;CIENCIAS CONTABEIS;NOCOES DE ATUARIA;6N23
